location,lat,lon
"Orrick, MO",39.28,-94.07
"Orrington, ME",44.74,-68.87
"Orrs Island, ME",43.76,-69.97
"Orrtanna, PA",39.83,-77.41
"Orrum, NC",34.61,-79.06
"Orrville, AL",32.01,-87.26
"Orrville, OH",40.87,-81.89
"Orson, PA",41.73,-75.52
"Orsta, Norway",62.2,6.13
"Orting, WA",47.11,-122.23
"Ortonville, MI",42.85,-83.43
"Ortonville, MN",45.31,-96.42
"Oruro, Bolivia",-17.96,-67.07
"Orviston, PA",41.09,-77.57
"Orwell, NY",43.58,-76.01
"Orwell, OH",41.55,-80.88
"Orwell, VT",43.75,-73.28
"Orwigsburg, PA",40.63,-76.16
"Orwin, PA",40.59,-76.53
"Oryakhovo, Bulgaria",43.61,23.84
"Oryuzako, Japan",31.87,131.45
"Os, Norway",62.58,11.35
"Osa, Norway",60.46,7.07
"Osage Beach, MO",38.13,-92.63
"Osage City, KS",38.62,-95.69
"Osage, IA",43.25,-92.88
"Osage, MN",46.9,-95.07
"Osage, OK",36.15,-96.37
"Osage, WV",39.64,-79.96
"Osage, WY",43.89,-104.32
"Osakis, MN",45.86,-95.35
"Osawatomie, KS",38.5,-94.96
"Osborn, MO",39.74,-94.24
"Osborne, KS",39.38,-98.46
"Osburn, ID",47.54,-116.13
"Oscar, LA",30.65,-91.48
"Osceola Mills, PA",40.89,-78.24
"Osceola Municipal, IA",41.05,-93.69
"Osceola, AR",35.7,-89.99
"Osceola, IA",41.05,-93.69
"Osceola, IN",41.64,-86.06
"Osceola, MO",37.98,-93.65
"Osceola, NE",41.17,-97.55
"Osceola, PA",42.01,-77.29
"Osceola, WI",45.33,-92.7
"Osco, IL",41.35,-90.2
"Oscoda, MI",44.36,-83.34
"Osen, Norway",64.33,10.42
"Osgood, IN",39.07,-85.25
"Osgood, OH",40.33,-84.5
"Oshkosh, NE",41.41,-102.36
"Oshkosh, WI",44.03,-88.52
"Oshmyany, Belarus",54.63,25.28
"Oshtemo, MI",42.28,-85.63
"Osijek, Croatia",45.56,18.67
"Oskaloosa, IA",41.29,-92.65
"Oskaloosa, KS",39.19,-95.24
"Oskemen, Kazakhstan",50.04,82.49
"Oslo, MN",48.34,-97.0
"Oslo, Norway",59.91,10.75
"Osmond, NE",42.36,-97.59
"Osorno, Chile",-41.43,-73.1
"Osprey, FL",27.21,-82.5
"Osseo, MI",41.91,-84.54
"Osseo, MN",45.1,-93.44
"Osseo, WI",44.59,-91.27
"Ossian, IA",43.1,-91.66
"Ossian, IN",40.79,-85.15
"Ossineke, MI",44.93,-83.43
"Ossining, NY",41.15,-73.85
"Ossipee, NH",43.69,-71.1
"Ostby, Norway",62.93,11.84
"Osteel, Germany",53.53,7.29
"Osteen, FL",28.89,-81.18
"Osterburg, PA",40.14,-78.6
"Osterville, MA",41.64,-70.41
"Osterzell, Germany",47.89,10.71
"Ostrander, MN",43.66,-92.39
"Ostrander, OH",40.27,-83.21
"Ostseebad Dierhagen, Germany",54.24,12.43
"Ostseebad Zinnowitz, Germany",54.07,13.9
"Oswegatchie, NY",44.16,-75.05
"Oswego, IL",41.68,-88.33
"Oswego, KS",37.26,-95.05
"Oswego, NY",43.45,-76.5
"Osyka, MS",31.1108080808,-90.3877441077
"Otar, Kazakhstan",43.53,75.25
"Otaru, Japan",43.12,141.23
"Otego, NY",42.39,-75.19
"Otford, Australia",-34.19,150.99
"Othello, WA",46.78,-119.23
"Otho, IA",42.46,-94.2
"Otis Orchards, WA",47.7,-117.1
"Otis, CO",40.12,-102.73
"Otis, LA",31.27,-92.68
"Otis, MA",42.15,-73.05
"Otis, ME",44.76,-68.49
"Otis, OR",45.02,-123.93
"Otisco, IN",38.52,-85.74
"Otisville, MI",43.13,-83.46
"Otisville, NY",41.47,-74.49
"Otley, IA",41.44,-93.05
"Oto, IA",42.24,-95.72
"Otoe, NE",40.66,-96.18
"Otsego, MI",42.52,-85.77
"Ottawa Lake, MI",41.72,-83.68
"Ottawa, IL",41.35,-88.86
"Ottawa, KS",38.73,-95.27
"Ottawa, OH",41.02,-84.05
"Ottawa, WV",37.89,-81.99
"Otter Creek, FL",29.24,-82.74
"Otter Lake, MI",43.13,-83.46
"Otter Rock, OR",44.76,-124.06
"Otterbein, IN",40.46,-87.07
"Ottertail, MN",46.52,-95.38
"Otterville, MO",38.63,-93.11
"Ottine, TX",29.56,-97.64
"Otto, NC",35.05,-83.39
"Otto, NY",42.5,-78.78
"Otto, WY",44.38,-108.05
"Ottoville, OH",40.85,-84.35
"Ottsville, PA",40.42,-75.19
"Ottumwa, IA",41.03,-92.4
"Otway, OH",38.89,-82.97
"Otwell, IN",38.44,-86.98
"Ouagadougou, Burkina Faso",12.35,-1.52
"Ouaquaga, NY",42.09,-75.8
"Ouargla, Algeria",31.67,6.15
"Ouddorp, Netherlands",51.81,3.92
"Oude Nieuwland, Netherlands",51.82,3.92
"Oued Koriche, Algeria",36.74,3.04
"Oulad Bou Jamaa, Algeria",36.22,1.33
"Oulad Marzouk, Morocco",30.93,-6.9
"Oulad Noumer, Morocco",30.33,-9.42
"Oulunkyla, Finland",60.32,24.97
"Ouorono, Guinea",7.38,-7.52
"Ouray, CO",38.03,-107.67
"Ourol, Spain",42.81,-7.62
"Ourzdine, Morocco",31.61,-8.04
"Ousdeine, Morocco",30.33,-9.42
"Outing, MN",46.83,-93.91
"Outlaw, TN",36.58,-87.44
"Outlook, MT",48.78,-104.57
"Outlook, WA",46.34,-120.18
"Ovalo, TX",32.17,-99.77
"Ovando, MT",47.02,-113.13
"Ovapa, WV",38.62,-80.97
"Overbrook, KS",38.88,-95.6
"Overbrook, OK",34.15,-97.11
"Overgaard, AZ",34.41,-110.55
"Overland Park, KS",38.97,-94.66
"Overland, Norway",59.88,8.66
"Overpeck, OH",39.48,-84.48
"Overstreet, FL",29.94,-85.4
"Overton, NE",40.79,-99.78
"Overton, NV",36.54,-114.44
"Overton, TX",32.21,-95.01
"Ovett, MS",31.36,-89.2
"Ovid, CO",41.14,-102.15
"Ovid, MI",43.1,-84.34
"Ovid, NY",42.67,-76.77
"Oviedo, FL",28.67,-81.21
"Owaneco, IL",39.53,-89.33
"Owanka, SD",43.98,-102.49
"Owasco, NY",42.87,-76.54
"Owasso, OK",36.27,-95.84
"Owatonna, MN",44.1,-93.21
"Owe, Cameroon",4.0,9.73
"Owego, NY",42.12,-76.28
"Owen, WI",45.09,-90.43
"Owendale, MI",43.8,-83.02
"Owens Cross Roads, AL",34.62,-86.48
"Owens Gap, Australia",-32.03,150.83
"Owensboro, KY",37.75,-87.14
"Owensburg, IN",38.93,-86.62
"Owensville, IN",38.3,-87.59
"Owensville, MO",38.31,-91.49
"Owensville, OH",39.1,-84.15
"Owenton, KY",38.64,-84.78
"Owings Mills, MD",39.4,-76.78
"Owings, MD",38.69,-76.62
"Owingsville, KY",38.14,-83.78
"Owl Creek, British Columbia",50.32,-122.73
"Owls Head, ME",44.06,-69.1
"Owls Head, NY",44.77,-73.98
"Owosso, MI",43.0,-84.17
"Owyhee, NV",40.82,-115.79
"Oxbow, ME",46.6,-68.41
"Oxbow, NY",44.34,-75.47
"Oxbow, OR",44.95,-116.88
"Oxford Junction, IA",42.02,-91.13
"Oxford, AL",33.57,-85.83
"Oxford, CT",41.41,-73.14
"Oxford, FL",28.95,-82.02
"Oxford, GA",33.59,-83.85
"Oxford, IA",41.75,-91.62
"Oxford, IN",40.52,-87.24
"Oxford, KS",37.28,-97.18
"Oxford, MA",42.11,-71.87
"Oxford, MD",38.69,-76.17
"Oxford, ME",44.06,-70.47
"Oxford, MI",42.81,-83.21
"Oxford, MS",34.38,-89.53
"Oxford, NC",36.37,-78.53
"Oxford, NE",40.45,-99.34
"Oxford, NJ",40.84,-75.01
"Oxford, NY",42.44,-75.61
"Oxford, OH",39.52,-84.77
"Oxford, PA",39.79,-75.95
"Oxford, WI",43.79,-89.62
"Oxley Vale, Australia",-31.09,150.93
"Oxly, MO",36.55,-90.83
"Oxnard, CA",34.22,-119.17
"Oxon Hill, MD",38.84,-77.02
"Oyens, IA",42.78,-96.14
"Oyster Bay Cove, NY",40.86,-73.48
"Oyster Bay, NY",40.87,-73.53
"Oyster, VA",37.27,-76.02
"Oysterville, WA",46.55,-124.04
"Ozark, AL",31.35,-85.65
"Ozark, AR",35.5,-93.94
"Ozark, MO",37.02,-93.21
"Ozawkie, KS",39.2,-95.48
"Ozd, Hungary",48.37,20.28
"Ozernoye, Kazakhstan",54.37,77.28
"Ozona, FL",28.07,-82.78
"Ozona, TX",30.99,-101.16
"Ozone Park, NY",40.68,-73.85
"Ozone, AR",35.82,-93.64
"Ozu, Japan",32.83,130.85
"Paauilo, HI",20.06,-155.43
"Pablo, MT",47.61,-114.1
"Pabos Mills, Quebec",48.35,-64.69
"Pace, FL",30.59,-87.15
"Pace, MS",33.76,-90.76
"Pachuta, MS",32.33,-88.75
"Pacific Beach, WA",47.21,-124.2
"Pacific City, OR",45.21,-123.96
"Pacific Grove, CA",36.62,-121.92
"Pacific Haven, Australia",-25.24,152.54
"Pacific Junction, IA",41.0,-95.91
"Pacific Palisades, CA",34.05,-118.54
"Pacific, MO",38.48,-90.75
"Pacific, WA",47.27,-122.26
"Pacifica, CA",37.61,-122.48
"Packwaukee, WI",43.87,-89.49
"Packwood, IA",41.05,-91.98
"Packwood, WA",46.62,-121.67
"Pacoima, CA",34.26,-118.41
"Pacolet Mills, SC",34.94,-81.86
"Pacolet, SC",34.94,-81.86
"Pacu, Brazil",-15.87,-52.38
"Paddys Green, Australia",-17.02,145.34
"Paden City, WV",39.6,-80.94
"Paden, OK",35.51,-96.59
"Padloping Island, Nunavut",66.6,-61.58
"Padluzhzha, Belarus",53.93,32.83
"Paducah, KY",37.07,-88.62
"Paducah, TX",33.89,-100.4
"Paeonian Springs, VA",39.17,-77.58
"Pag, Croatia",44.44,15.06
"Page, AZ",36.93,-111.46
"Page, ND",46.98,-97.39
"Pageland, SC",34.7,-80.54
"Pageton, WV",37.24,-81.28
"Pagosa Springs, CO",37.27,-107.1
"Paguate, NM",35.05,-107.37
"Pahala, HI",19.2,-155.47
"Paharbula, India",23.17,83.25
"Pahoa, HI",19.47,-154.92
"Pahokee, FL",26.69,-80.67
"Pahrump, NV",36.17,-115.98
"Paia, HI",20.9,-156.37
"Paicandu, Brazil",-23.42,-51.95
"Paicines, CA",36.7,-121.32
"Paige, TX",30.18,-97.18
"Pailin, Cambodia",12.61,102.1
"Paincourtville, LA",29.99,-91.02
"Painesdale, MI",47.04,-88.67
"Painesville, OH",41.72,-81.26
"Paint Bank, VA",37.49,-80.24
"Paint Lick, KY",37.62,-84.34
"Paint Rock, AL",34.67,-86.37
"Paint Rock, TX",31.47,-100.12
"Painted Post, NY",42.15,-77.07
"Painter, VA",37.56,-75.84
"Paintsville, KY",37.75,-82.64
"Paisley, FL",28.99,-81.52
"Paisley, OR",42.16,-120.4
"Pala, CA",33.41,-117.15
"Palacios, TX",28.72,-96.22
"Palari, India",21.23,81.65
"Palasner, India",21.82,75.62
"Palatine Bridge, NY",42.9,-74.52
"Palatine, IL",42.12,-88.02
"Palatka, FL",29.64,-81.65
"Palawattagama, Sri Lanka",6.98,81.05
"Palco, KS",39.24,-99.55
"Palenque, Ecuador",-2.15,-79.88
"Palenville, NY",42.17,-74.01
"Palermo, CA",39.44,-121.55
"Palermo, ME",44.35,-69.45
"Palermo, ND",48.3,-102.41
"Palermo, WV",38.17,-81.99
"Palestine, AR",34.77,-90.77
"Palestine, IL",39.02,-87.56
"Palestine, OH",40.08,-84.67
"Palestine, TX",31.75,-95.66
"Palestine, WV",38.98,-81.4
"Palestro, Algeria",36.72,3.25
"Palisade, CO",39.13,-108.32
"Palisade, MN",46.68,-93.49
"Palisade, NE",40.35,-101.11
"Palisades, NY",41.0,-73.91
"Palisades, WA",47.4,-120.21
"Pall Mall, TN",36.45,-84.85
"Pallebahirawa, Sri Lanka",6.29,81.13
"Pallewella, Sri Lanka",6.88,81.83
"Palm Bay, FL",28.03,-80.59
"Palm Beach Gardens, FL",26.82,-80.07
"Palm Beach, FL",26.67,-80.04
"Palm City, FL",27.18,-80.31
"Palm Coast, FL",29.48,-81.13
"Palm Desert, CA",33.74,-116.31
"Palm Grove, Australia",-33.37,151.37
"Palm Harbor, FL",28.09,-82.76
"Palm Island, Australia",-18.71,146.3
"Palm Springs, CA",33.84,-116.54
"Palm, PA",40.42,-75.54
"Palmar Camp, Belize",15.72,-88.6
"Palmdale, CA",34.55,-118.08
"Palmdale, FL",27.12,-81.33
"Palmer Lake, CO",39.12,-104.92
"Palmer, AK",61.62,-149.1
"Palmer, IA",42.57,-94.7
"Palmer, IL",39.42,-89.46
"Palmer, KS",39.73,-97.19
"Palmer, MA",42.18,-72.33
"Palmer, MI",46.4,-87.56
"Palmer, NE",40.97,-98.31
"Palmer, PR",18.3,-66.12
"Palmer, TN",35.37,-85.66
"Palmer, TX",32.4,-96.65
"Palmerdale, AL",33.67,-86.65
"Palmerston North, New Zealand",-40.37,175.62
"Palmersville, TN",36.36,-88.57
"Palmerton, PA",40.8,-75.61
"Palmetto Bay, FL",25.62,-80.33
"Palmetto, FL",27.53,-82.57
"Palmetto, GA",33.5,-84.68
"Palmetto, LA",30.61,-91.96
"Palms, MI",43.68,-82.69
"Palmyra, IL",39.45,-89.85
"Palmyra, IN",38.39,-86.06
"Palmyra, ME",44.84,-69.28
"Palmyra, MI",41.86,-84.01
"Palmyra, MO",39.8,-91.52
"Palmyra, NE",40.68,-96.34
"Palmyra, NJ",40.0,-75.04
"Palmyra, NY",43.07,-77.23
"Palmyra, PA",40.31,-76.58
"Palmyra, TN",36.45,-87.41
"Palmyra, VA",37.85,-78.27
"Palmyra, WI",42.88,-88.46
"Palo Alto, CA",37.44,-122.15
"Palo Cedro, CA",40.57,-122.24
"Palo Pinto, TX",32.81,-98.15
"Palo Santo, Argentina",-24.75,-58.83
"Palo Verde, AZ",33.42,-112.69
"Palo Verde, CA",33.62,-114.72
"Palo, IA",42.07,-91.81
"Palo, MI",43.17,-85.04
"Paloma, IL",39.94,-91.19
"Palomar Mountain, CA",33.31,-116.85
"Palomera, Spain",40.08,-2.14
"Palos Heights, IL",41.67,-87.83
"Palos Hills, IL",41.71,-87.84
"Palos Park, IL",41.67,-87.83
"Palos Verdes Estates, CA",33.79,-118.38
"Palouse, WA",46.91,-117.08
"Palugama Ella, Sri Lanka",6.83,80.98
"Paluxy, TX",32.25,-97.83
"Pampa, TX",35.55,-100.95
"Pampas de Jaguay, Peru",-8.08,-79.11
"Pampawie, Ghana",7.82,-0.03
"Pamplico, SC",34.01,-79.58
"Pamplin, VA",37.27,-78.63
"Pan de Azucar, Uruguay",-34.87,-55.1
"Pana, IL",39.39,-89.08
"Panaca, NV",37.7,-113.1
"Panacea, FL",29.99,-84.43
"Panakton, Greece",38.2,23.79
"Panama City Beach, FL",30.17,-85.79
"Panama City, FL",30.16,-85.65
"Panama City, Panama",9.02,-79.53
"Panama, IA",41.7,-95.38
"Panama, IL",38.97,-89.58
"Panama, NE",40.63,-96.62
"Panama, NY",42.01,-79.4
"Panama, OK",35.19,-94.48
"Pancevo, Serbia",44.87,20.67
"Pandadah, India",21.18,81.28
"Pandamatenga, Botswana",-18.1,25.84
"Pandatarai, India",22.0,80.7
"Pandora, OH",40.89,-83.89
"Pandora, TX",29.35,-97.94
"Panevezys, Lithuania",55.93,23.32
"Pangburn, AR",35.28,-91.83
"Pangkalanindarung, Indonesia",-0.87,100.35
"Panguitch, UT",37.67,-112.38
"Panhandle, TX",35.64,-101.45
"Paniajob, India",21.47,80.2
"Panna Maria, TX",28.88,-97.86
"Panola, AL",33.07,-88.24
"Panola, OK",34.66,-95.32
"Panora, IA",41.69,-94.36
"Panorama City, CA",34.2,-118.46
"Panormos, Greece",35.29,24.38
"Pansey, AL",31.24,-85.38
"Pantego, NC",35.52,-76.64
"Panther Burn, MS",33.4,-90.91
"Paola, KS",38.57,-94.88
"Paoli, CO",40.71,-102.38
"Paoli, IN",38.66,-86.4
"Paoli, OK",34.85,-97.19
"Paoli, PA",40.04,-75.49
"Paonia, CO",38.87,-107.59
"Papaaloa, HI",19.98,-155.24
"Papagaio, Brazil",-22.78,-45.2
"Papaikou, HI",19.76,-155.15
"Papillion, NE",41.14,-96.06
"Papineau, IL",40.97,-87.72
"Parachute, CO",39.44,-108.04
"Paradis, LA",29.88,-90.43
"Paradise Valley, AZ",33.54,-111.92
"Paradise Valley, NV",41.57,-117.78
"Paradise Valley, PA",41.13,-75.35
"Paradise, CA",39.76,-121.64
"Paradise, KS",39.12,-98.92
"Paradise, MI",46.58,-85.04
"Paradise, MT",47.44,-114.9
"Paradise, PA",40.01,-76.14
"Paradise, TX",33.14,-97.67
"Paradise, UT",41.63,-111.84
"Paradox, NY",43.86,-73.75
"Paragon, IN",39.45,-86.45
"Paragonah, UT",37.89,-112.77
"Paragould, AR",36.05,-90.5
"Paraguari, Paraguay",-25.63,-57.13
"Paramaribo, Suriname",5.45,-55.19
"Paramount, CA",33.91,-118.14
"Paramus, NJ",40.95,-74.08
"Paranagama, Sri Lanka",6.97,80.77
"Paranam, Suriname",5.45,-55.18
"Paranapiacaba, Brazil",-23.69,-46.46
"Parapur, India",19.08,82.03
"Parchman, MS",34.1,-90.61
"Pardeesville, PA",41.01,-75.94
"Pardeeville, WI",43.4,-89.4
"Paris Crossing, IN",38.79,-85.85
"Paris La Defense, France",48.76999999979999,2.2000000000099997
"Paris, AR",35.3,-93.71
"Paris, ID",42.32,-111.3
"Paris, IL",39.7,-87.67
"Paris, KY",38.19,-84.28
"Paris, ME",44.23,-70.59
"Paris, MI",43.74,-85.5
"Paris, MO",39.59,-92.14
"Paris, OH",40.82,-81.17
"Paris, TN",36.29,-88.31
"Paris, TX",33.66,-95.47
"Paris, VA",38.99,-78.05
"Parish, NY",43.37,-76.17
"Parishville, NY",44.6,-74.61
"Park City, KY",37.03,-85.95
"Park City, MT",45.69,-108.91
"Park City, UT",40.63,-111.48
"Park Falls, WI",45.93,-90.46
"Park Forest, IL",41.48,-87.7
"Park Hall, MD",38.23,-76.42
"Park Hill, OK",35.89,-94.96
"Park Hills, MO",37.88,-90.59
"Park Rapids, MN",46.9,-95.07
"Park Ridge, IL",42.02,-87.84
"Park Ridge, NJ",41.03,-74.04
"Park River, ND",48.52,-97.62
"Park Rynie, South Africa",-30.39,30.69
"Park Valley, UT",41.59,-113.32
"Park, KS",38.97,-100.44
"Parker City, IN",40.09,-85.31
"Parker Dam, CA",34.23,-114.19
"Parker Ford, PA",40.19,-75.58
"Parker, AZ",34.13,-114.27
"Parker, CO",39.48,-104.78
"Parker, ID",43.97,-111.68
"Parker, KS",38.33,-94.95
"Parker, PA",41.1,-79.8
"Parker, SD",43.35,-96.89
"Parker, WA",46.56,-120.48
"Parkers Lake, KY",36.89,-84.21
"Parkers Prairie, MN",46.02,-95.49
"Parkersburg, IA",42.58,-92.78
"Parkersburg, IL",38.6,-88.14
"Parkersburg, WV",39.24,-81.53
"Parkesburg, PA",39.98,-75.91
"Parkhill, PA",40.34,-78.93
"Parkin, AR",35.26,-90.4
"Parkland, FL",26.31,-80.24
"Parkman, ME",45.17,-69.38
"Parkman, OH",41.32,-81.07
"Parkman, WY",44.96,-107.33
"Parks, AZ",35.16,-111.96
"Parks, NE",40.05,-101.54
"Parksley, VA",37.77,-75.67
"Parkston, SD",43.39,-97.99
"Parksville, British Columbia",49.3,-124.34
"Parksville, KY",37.52,-85.02
"Parksville, NY",41.77,-74.74
"Parksville, SC",33.82,-82.16
"Parkton, MD",39.63,-76.68
"Parkton, NC",34.96,-78.94
"Parlier, CA",36.61,-119.49
"Parlin, CO",38.57,-106.58
"Parlin, NJ",40.47,-74.34
"Parma, ID",43.79,-116.95
"Parma, MI",42.23,-84.64
"Parma, MO",36.42,-89.93
"Parmele, NC",35.69,-77.28
"Parmelee, SD",42.86,-100.55
"Parnell, IA",41.62,-92.05
"Paron, AR",34.75,-92.59
"Parowan, UT",37.85,-112.83
"Parris Island, SC",32.3,-80.64
"Parrish, AL",33.73,-87.29
"Parrish, FL",27.57,-82.45
"Parrott, GA",31.76,-84.24
"Parrott, VA",37.14,-80.68
"Parrottsville, TN",35.97,-83.11
"Parryville, PA",40.81,-75.7
"Parshall, CO",40.05,-106.37
"Parshall, ND",48.3,-102.41
"Parsippany, NJ",40.86,-74.43
"Parsons Point, Australia",-23.89,151.24
"Parsons, KS",37.33,-95.26
"Parsons, TN",35.65,-88.13
"Parsons, WV",39.09,-79.68
"Parsonsburg, MD",38.41,-75.51
"Parsonsfield, ME",43.69,-70.9
"Partelli, Australia",-37.69,148.09
"Parthenon, AR",35.95,-93.28
"Partlow, VA",38.14,-77.58
"Partridge, KS",38.08,-97.94
"Partridge, KY",36.96,-82.57
"Pasadena, CA",34.16,-118.13
"Pasadena, MD",39.14,-76.51
"Pasadena, TX",29.68,-95.18
"Pascagoula, MS",30.35,-88.52
"Paschendale, Australia",-37.73,142.02
"Pasco, WA",46.31,-119.11
"Pascoag, RI",41.97,-71.67
"Paskenta, CA",40.02,-122.39
"Paso De Los Toros, Uruguay",-33.35,-56.5
"Paso Robles, CA",35.64,-120.68
"Paso de los Libres, Argentina",-29.68,-57.15
"Pass Christian, MS",30.32,-89.23
"Passadumkeag, ME",45.11,-68.66
"Passaic, NJ",40.85,-74.13
"Passumpsic, VT",44.29,-71.95
"Patagonia, AZ",31.54,-110.74
"Pataskala, OH",40.01,-82.66
"Patch Grove, WI",43.02,-90.94
"Patchogue, NY",40.78,-73.02
"Paternoster, South Africa",-32.83,17.86
"Pateros, WA",48.01,-119.94
"Paterson, NJ",40.89,-74.17
"Pathargama, India",25.23,87.07
"Patharia, India",22.77,81.9
"Pathein, Myanmar",16.77,94.77
"Pathfork, KY",36.65,-83.4
"Patia, Bangladesh",22.27,91.82
"Patillas, PR",17.99,-66.05
"Patlageanca, Romania",45.17,28.8
"Patoka, IN",38.35,-87.56
"Patokoski, Finland",66.57,25.83
"Paton, IA",42.28,-94.4
"Patpara, India",24.42,81.87
"Patrick Air Force Base, FL",28.24,-80.61
"Patrick Springs, VA",36.64,-80.2
"Patrick, SC",34.71,-80.08
"Patricksburg, IN",39.29,-86.78
"Patriot, IN",38.91,-84.76
"Patriot, OH",38.77,-82.37
"Patten, ME",45.84,-68.32
"Patterson Heights, PA",40.76,-80.34
"Patterson, AR",35.27,-91.2
"Patterson, CA",37.44,-121.09
"Patterson, GA",31.44,-82.03
"Patterson, IA",41.33,-93.83
"Patterson, LA",29.68,-91.27
"Patterson, NC",36.0,-81.56
"Patterson, NY",41.55,-73.59
"Patterson, VA",37.09,-81.83
"Pattersonville, NY",42.92,-74.11
"Pattina, Estonia",57.8,27.22
"Pattison, MS",31.59,-90.9
"Pattison, TX",29.76,-96.04
"Patton, CA",34.12,-117.17
"Patton, MO",37.58,-90.29
"Patton, PA",40.67,-78.78
"Pattonsburg, MO",40.33,-94.03
"Pattonville, TX",33.56,-95.37
"Patuxent River, MD",38.26,-76.41
"Pau Branco, Brazil",-9.35,-40.55
"Paul Smiths, NY",44.4,-74.27
"Paul, ID",42.59,-113.7
"Paulden, AZ",34.91,-112.49
"Paulding, MS",31.76,-89.11
"Paulding, OH",41.09,-84.58
"Paulina, LA",30.04,-90.71
"Paulina, OR",44.4,-118.97
"Pauline, SC",34.78,-81.8
"Paullina, IA",42.98,-95.49
"Paulpietersburg, South Africa",-27.78,30.8
"Pauls Valley, OK",34.72,-97.21
"Paulsboro, NJ",39.79,-75.25
"Paulson, Manitoba",51.13,-99.79
"Pauma Valley, CA",33.29,-116.97
"Paupack, PA",41.42,-75.21
"Paupong, Australia",-36.56,148.57
"Pavilion, NY",42.89,-78.05
"Pavillion, WY",43.06,-108.46
"Pavlodar, Kazakhstan",52.2,77.07
"Pavo, GA",30.91,-83.82
"Paw Creek, NC",35.31,-80.91
"Paw Paw, IL",41.69,-88.98
"Paw Paw, MI",42.24,-85.91
"Paw Paw, WV",39.44,-78.46
"Pawcatuck, CT",41.37,-71.82
"Pawhuska, OK",36.67,-96.34
"Pawlet, VT",43.34,-73.23
"Pawleys Island, SC",33.42,-79.14
"Pawling, NY",41.55,-73.59
"Pawnee City, NE",39.86,-96.03
"Pawnee Rock, KS",38.34,-98.86
"Pawnee, IL",39.59,-89.58
"Pawnee, OK",36.33,-96.81
"Pawnee, TX",28.47,-97.96
"Pawtucket, RI",41.85,-71.4
"Pax, WV",37.99,-81.15
"Paxico, KS",39.07,-96.17
"Paxinos, PA",40.84,-76.58
"Paxson, AK",62.15,-145.46
"Paxton, FL",30.93,-86.36
"Paxton, IL",40.58,-88.19
"Paxton, IN",39.08,-87.43
"Paxton, MA",42.3,-71.97
"Paxton, NE",41.19,-101.49
"Paxtonville, PA",40.7,-77.13
"Payerne, Switzerland",46.82,6.95
"Payette, ID",44.14,-116.89
"Payne, OH",41.09,-84.64
"Paynes Creek, CA",40.42,-121.83
"Paynesville, MN",45.37,-94.75
"Payneville, KY",37.92,-86.21
"Payson, AZ",34.25,-111.32
"Payson, IL",39.94,-91.19
"Payson, UT",40.02,-111.72
"Pazardzhik, Bulgaria",42.2,24.34
"Pe Ell, WA",46.56,-123.3
"Pea Ridge, AR",36.42,-94.1
"Pea, Tonga",-21.23,-175.15
"Peabody, KS",38.19,-97.3
"Peabody, MA",42.54,-70.98
"Peace Dale, RI",41.45,-71.52
"Peace River, Alberta",56.26,-117.26
"Peace Valley, MO",36.73,-91.7
"Peach Bottom, PA",39.79,-76.19
"Peach Glen, PA",40.0,-77.22
"Peach Orchard, AR",36.24,-90.47
"Peach Springs, AZ",35.21,-113.39
"Peacham, VT",44.4,-72.32
"Peachland, British Columbia",49.76,-119.76
"Peachland, NC",34.97,-80.21
"Peachtree City, GA",33.39,-84.56
"Peak, SC",34.19,-81.43
"Peaks Island, ME",43.65,-70.19
"Peakville, NY",41.88,-75.14
"Peam Prus, Cambodia",11.78,102.88
"Peapack, NJ",40.71,-74.69
"Pear, Serbia",43.73,19.72
"Pearblossom, CA",34.53,-117.96
"Pearce, AZ",31.95,-109.88
"Pearcy, AR",34.43,-93.25
"Pearisburg, VA",37.32,-80.71
"Pearl City, HI",21.39,-157.93
"Pearl City, IL",42.34,-89.81
"Pearl River, LA",30.37,-89.75
"Pearl River, NY",41.06,-74.02
"Pearl, IL",39.64,-90.78
"Pearl, MS",32.34,-90.14
"Pearland, TX",29.56,-95.27
"Pearlington, MS",30.21,-89.5
"Pearsall, TX",28.89,-99.11
"Pearson, GA",31.45,-82.91
"Pearson, WI",45.42,-89.1
"Pearsonville, New Brunswick",45.63,-65.86
"Peary, VA",37.47,-76.3
"Pease, MN",45.75,-93.74
"Peaster, TX",32.78,-97.85
"Pebble Beach, CA",36.57,-121.97
"Pecatonica, IL",42.29,-89.4
"Peck, ID",46.52,-116.38
"Peck, KS",37.53,-97.35
"Peck, MI",43.18,-82.86
"Pecks Mill, WV",37.89,-81.99
"Peckville, PA",41.5,-75.57
"Peconic, NY",41.05,-72.43
"Pecos, NM",35.51,-105.67
"Pecos, TX",31.4,-103.51
"Peculiar, MO",38.72,-94.46
"Pedernales, Argentina",-36.07,-59.1
"Pedricktown, NJ",39.76,-75.36
"Peebles, OH",38.95,-83.4
"Peekskill, NY",41.3,-73.92
"Peel, AR",36.44,-92.81
"Peetz, CO",41.05,-103.13
"Peever, SD",45.56,-96.74
"Peggs, OK",36.11,-95.12
"Peggy, TX",28.62,-98.46
"Pegram, TN",36.1,-87.04
"Pekin, IL",40.57,-89.63
"Pekin, IN",38.39,-86.06
"Pekin, ND",47.42,-98.11
"Pelahatchie, MS",32.34,-89.8
"Pelee Island, Ontario",41.58,-82.86
"Peletier, NC",34.69,-77.08
